trial,choice,rt,valueLeft,valueRight,fixItem,fixTime
509,1,3680,3,1,0,80
509,1,3680,3,1,2,920
510,-1,1830,3,2,0,220
510,-1,1830,3,2,1,200
510,-1,1830,3,2,0,70
510,-1,1830,3,2,2,460
510,-1,1830,3,2,0,80
510,-1,1830,3,2,1,340
510,-1,1830,3,2,0,50
510,-1,1830,3,2,2,300
510,-1,1830,3,2,0,70
510,-1,1830,3,2,1,40
511,1,1090,3,3,0,150
511,1,1090,3,3,1,410
511,1,1090,3,3,0,70
511,1,1090,3,3,2,460
512,1,270,3,6,0,230
512,1,270,3,6,1,40
513,1,3190,3,4,0,210
513,1,3190,3,4,1,180
513,1,3190,3,4,0,70
513,1,3190,3,4,2,570
513,1,3190,3,4,0,80
513,1,3190,3,4,1,680
513,1,3190,3,4,0,50
513,1,3190,3,4,2,190
513,1,3190,3,4,0,70
513,1,3190,3,4,1,930
513,1,3190,3,4,0,80
513,1,3190,3,4,2,80
514,1,380,3,6,0,220
514,1,380,3,6,2,160
515,1,3460,3,3,0,250
515,1,3460,3,3,1,180
515,1,3460,3,3,0,70
515,1,3460,3,3,2,200
515,1,3460,3,3,0,80
515,1,3460,3,3,1,700
515,1,3460,3,3,0,50
515,1,3460,3,3,2,610
515,1,3460,3,3,0,70
515,1,3460,3,3,1,760
515,1,3460,3,3,0,80
515,1,3460,3,3,2,410
516,1,1250,3,6,0,220
516,1,1250,3,6,2,290
516,1,1250,3,6,0,70
516,1,1250,3,6,1,540
516,1,1250,3,6,0,80
516,1,1250,3,6,2,50
517,-1,1620,3,0,0,260
517,-1,1620,3,0,2,160
517,-1,1620,3,0,0,70
517,-1,1620,3,0,1,760
517,-1,1620,3,0,0,80
517,-1,1620,3,0,2,290
518,1,450,3,3,0,210
518,1,450,3,3,2,140
518,1,450,3,3,0,70
518,1,450,3,3,1,30
519,-1,1030,3,1,0,240
519,-1,1030,3,1,2,670
519,-1,1030,3,1,0,70
519,-1,1030,3,1,1,50
520,1,660,3,6,0,270
520,1,660,3,6,1,190
520,1,660,3,6,0,70
520,1,660,3,6,2,130
521,1,870,3,5,0,250
521,1,870,3,5,2,620
522,-1,1110,3,2,0,240
522,-1,1110,3,2,2,320
522,-1,1110,3,2,0,70
522,-1,1110,3,2,1,480
523,1,2010,3,3,0,250
523,1,2010,3,3,2,540
523,1,2010,3,3,0,70
523,1,2010,3,3,1,500
523,1,2010,3,3,0,80
523,1,2010,3,3,2,570
524,-1,610,3,0,0,260
524,-1,610,3,0,1,350
525,1,1250,3,2,0,230
525,1,1250,3,2,1,150
525,1,1250,3,2,0,70
525,1,1250,3,2,2,730
525,1,1250,3,2,0,70
526,-1,1290,3,2,0,260
526,-1,1290,3,2,1,260
526,-1,1290,3,2,0,70
526,-1,1290,3,2,2,420
526,-1,1290,3,2,0,80
526,-1,1290,3,2,1,200
527,1,1000,3,6,0,210
527,1,1000,3,6,2,170
527,1,1000,3,6,0,70
527,1,1000,3,6,1,550
528,-1,4170,3,2,0,250
528,-1,4170,3,2,1,220
528,-1,4170,3,2,0,70
528,-1,4170,3,2,2,1950
528,-1,4170,3,2,0,80
528,-1,4170,3,2,1,190
528,-1,4170,3,2,0,50
528,-1,4170,3,2,2,1060
528,-1,4170,3,2,0,70
528,-1,4170,3,2,1,230
529,-1,2660,3,0,0,210
529,-1,2660,3,0,1,180
529,-1,2660,3,0,0,70
529,-1,2660,3,0,2,620
529,-1,2660,3,0,0,80
529,-1,2660,3,0,1,1500
530,-1,910,3,2,0,220
530,-1,910,3,2,1,690
531,-1,710,3,3,0,160
531,-1,710,3,3,1,180
531,-1,710,3,3,0,70
531,-1,710,3,3,2,300
532,-1,730,3,1,0,400
532,-1,730,3,1,1,220
532,-1,730,3,1,0,70
532,-1,730,3,1,2,40
533,-1,1440,3,3,0,210
533,-1,1440,3,3,2,140
533,-1,1440,3,3,0,70
533,-1,1440,3,3,1,630
533,-1,1440,3,3,0,80
533,-1,1440,3,3,2,310
534,-1,460,3,0,0,250
534,-1,460,3,0,1,210
535,1,580,3,5,0,180
535,1,580,3,5,2,230
535,1,580,3,5,0,70
535,1,580,3,5,1,100
536,1,2100,3,4,0,210
536,1,2100,3,4,2,340
536,1,2100,3,4,0,70
536,1,2100,3,4,1,520
536,1,2100,3,4,0,80
536,1,2100,3,4,2,820
536,1,2100,3,4,0,50
536,1,2100,3,4,1,10
537,1,1600,3,4,0,200
537,1,1600,3,4,2,250
537,1,1600,3,4,0,70
537,1,1600,3,4,1,1020
537,1,1600,3,4,0,60
538,-1,430,3,2,0,220
538,-1,430,3,2,1,210
539,1,380,3,5,0,210
539,1,380,3,5,2,170
540,1,740,3,4,0,260
540,1,740,3,4,1,370
540,1,740,3,4,0,70
540,1,740,3,4,2,40
541,-1,2150,3,2,0,190
541,-1,2150,3,2,2,280
541,-1,2150,3,2,0,70
541,-1,2150,3,2,1,780
541,-1,2150,3,2,0,80
541,-1,2150,3,2,2,500
541,-1,2150,3,2,0,50
541,-1,2150,3,2,1,200
542,1,1990,3,6,0,350
542,1,1990,3,6,2,220
542,1,1990,3,6,0,70
542,1,1990,3,6,1,380
542,1,1990,3,6,0,80
542,1,1990,3,6,2,250
542,1,1990,3,6,0,50
542,1,1990,3,6,1,470
542,1,1990,3,6,0,70
542,1,1990,3,6,2,50
543,1,1940,3,4,0,200
543,1,1940,3,4,2,330
543,1,1940,3,4,0,70
543,1,1940,3,4,1,460
543,1,1940,3,4,0,80
543,1,1940,3,4,2,800
544,1,560,3,3,0,240
544,1,560,3,3,1,220
544,1,560,3,3,0,70
544,1,560,3,3,2,30
545,-1,1190,3,0,0,220
545,-1,1190,3,0,1,260
545,-1,1190,3,0,0,70
545,-1,1190,3,0,2,350
545,-1,1190,3,0,0,80
545,-1,1190,3,0,1,210
546,-1,1210,3,0,0,220
546,-1,1210,3,0,2,220
546,-1,1210,3,0,0,70
546,-1,1210,3,0,1,700
547,-1,1210,3,0,0,190
547,-1,1210,3,0,1,320
547,-1,1210,3,0,0,70
547,-1,1210,3,0,2,380
547,-1,1210,3,0,0,80
547,-1,1210,3,0,1,170
548,1,1240,3,6,0,330
548,1,1240,3,6,2,290
548,1,1240,3,6,0,70
548,1,1240,3,6,1,220
548,1,1240,3,6,0,80
548,1,1240,3,6,2,250
549,-1,1300,3,1,0,260
549,-1,1300,3,1,2,330
549,-1,1300,3,1,0,70
549,-1,1300,3,1,1,640
550,-1,1100,3,0,0,230
550,-1,1100,3,0,2,310
550,-1,1100,3,0,0,70
550,-1,1100,3,0,1,490
551,-1,600,3,2,0,220
551,-1,600,3,2,2,320
551,-1,600,3,2,0,60
552,1,420,3,5,0,290
552,1,420,3,5,2,130
553,1,690,3,3,0,270
553,1,690,3,3,1,250
553,1,690,3,3,0,70
553,1,690,3,3,2,100
554,1,620,3,5,0,270
554,1,620,3,5,1,190
554,1,620,3,5,0,70
554,1,620,3,5,2,90
555,1,2120,3,3,0,200
555,1,2120,3,3,2,140
555,1,2120,3,3,0,70
555,1,2120,3,3,1,420
555,1,2120,3,3,0,80
555,1,2120,3,3,2,660
555,1,2120,3,3,0,50
555,1,2120,3,3,1,250
555,1,2120,3,3,0,70
555,1,2120,3,3,2,180
556,-1,2840,3,1,0,260
556,-1,2840,3,1,2,520
556,-1,2840,3,1,0,70
556,-1,2840,3,1,1,650
556,-1,2840,3,1,0,80
556,-1,2840,3,1,2,610
556,-1,2840,3,1,0,50
556,-1,2840,3,1,1,600
557,1,330,3,6,0,210
557,1,330,3,6,2,120
558,1,2260,3,2,0,290
558,1,2260,3,2,1,200
558,1,2260,3,2,0,70
558,1,2260,3,2,2,430
558,1,2260,3,2,0,80
558,1,2260,3,2,1,530
558,1,2260,3,2,0,50
558,1,2260,3,2,2,450
558,1,2260,3,2,0,70
558,1,2260,3,2,1,90
559,1,870,3,6,0,280
559,1,870,3,6,1,350
559,1,870,3,6,0,70
559,1,870,3,6,2,170
560,-1,460,3,2,0,210
560,-1,460,3,2,1,250
561,-1,920,3,0,0,320
561,-1,920,3,0,1,360
561,-1,920,3,0,0,70
561,-1,920,3,0,2,170
562,-1,1700,3,0,0,210
562,-1,1700,3,0,1,310
562,-1,1700,3,0,0,70
562,-1,1700,3,0,2,240
562,-1,1700,3,0,0,80
562,-1,1700,3,0,1,650
562,-1,1700,3,0,0,50
562,-1,1700,3,0,2,90
563,1,2370,3,3,0,210
563,1,2370,3,3,1,240
563,1,2370,3,3,0,70
563,1,2370,3,3,2,600
563,1,2370,3,3,0,80
563,1,2370,3,3,1,610
563,1,2370,3,3,0,50
563,1,2370,3,3,2,510
564,1,1570,3,6,0,170
564,1,1570,3,6,2,170
564,1,1570,3,6,0,70
564,1,1570,3,6,1,510
564,1,1570,3,6,0,80
564,1,1570,3,6,2,500
564,1,1570,3,6,0,50
564,1,1570,3,6,1,20
565,1,3450,3,3,0,190
565,1,3450,3,3,2,180
565,1,3450,3,3,0,70
565,1,3450,3,3,1,330
565,1,3450,3,3,0,80
565,1,3450,3,3,2,330
565,1,3450,3,3,0,50
565,1,3450,3,3,1,560
565,1,3450,3,3,0,70
565,1,3450,3,3,2,280
565,1,3450,3,3,0,80
565,1,3450,3,3,1,710
565,1,3450,3,3,0,100
565,1,3450,3,3,2,420
566,1,7010,3,2,0,200
566,1,7010,3,2,1,150
566,1,7010,3,2,0,70
566,1,7010,3,2,2,340
566,1,7010,3,2,0,80
566,1,7010,3,2,1,610
566,1,7010,3,2,0,50
566,1,7010,3,2,2,690
566,1,7010,3,2,0,70
566,1,7010,3,2,1,1690
566,1,7010,3,2,0,80
566,1,7010,3,2,2,730
566,1,7010,3,2,0,100
566,1,7010,3,2,1,430
566,1,7010,3,2,0,80
566,1,7010,3,2,2,1640
567,1,680,3,4,0,280
567,1,680,3,4,1,350
567,1,680,3,4,0,50
568,-1,2870,3,1,0,260
568,-1,2870,3,1,2,270
568,-1,2870,3,1,0,70
568,-1,2870,3,1,1,460
568,-1,2870,3,1,0,80
568,-1,2870,3,1,2,1040
568,-1,2870,3,1,0,50
568,-1,2870,3,1,1,640
569,-1,350,3,0,0,230
569,-1,350,3,0,2,120
570,1,720,3,6,0,210
570,1,720,3,6,1,150
570,1,720,3,6,0,70
570,1,720,3,6,2,290
571,1,2260,3,4,0,200
571,1,2260,3,4,2,210
571,1,2260,3,4,0,70
571,1,2260,3,4,1,650
571,1,2260,3,4,0,80
571,1,2260,3,4,2,1050
572,1,1280,3,5,0,270
572,1,1280,3,5,2,150
572,1,1280,3,5,0,70
572,1,1280,3,5,1,280
572,1,1280,3,5,0,80
572,1,1280,3,5,2,430
573,-1,1060,3,0,0,310
573,-1,1060,3,0,2,150
573,-1,1060,3,0,0,70
573,-1,1060,3,0,1,530
574,-1,860,3,4,0,230
574,-1,860,3,4,2,150
574,-1,860,3,4,0,70
574,-1,860,3,4,1,410
575,-1,1120,3,3,0,260
575,-1,1120,3,3,1,290
575,-1,1120,3,3,0,70
575,-1,1120,3,3,2,420
575,-1,1120,3,3,0,80
576,-1,420,3,0,0,200
576,-1,420,3,0,1,220
577,1,820,3,2,0,200
577,1,820,3,2,2,160
577,1,820,3,2,0,70
577,1,820,3,2,1,390
578,-1,1320,3,1,0,1320
579,1,1530,3,6,0,220
579,1,1530,3,6,1,230
579,1,1530,3,6,0,70
579,1,1530,3,6,2,300
579,1,1530,3,6,0,80
579,1,1530,3,6,1,630
580,-1,1100,3,1,0,270
580,-1,1100,3,1,2,390
580,-1,1100,3,1,0,70
580,-1,1100,3,1,1,370
581,1,2250,3,4,0,260
581,1,2250,3,4,1,410
581,1,2250,3,4,0,70
581,1,2250,3,4,2,280
581,1,2250,3,4,0,80
581,1,2250,3,4,1,840
581,1,2250,3,4,0,50
581,1,2250,3,4,2,260
582,1,6240,3,3,0,200
582,1,6240,3,3,1,330
582,1,6240,3,3,0,70
582,1,6240,3,3,2,400
582,1,6240,3,3,0,80
582,1,6240,3,3,1,1120
582,1,6240,3,3,0,50
582,1,6240,3,3,2,310
582,1,6240,3,3,0,70
582,1,6240,3,3,1,770
582,1,6240,3,3,0,80
582,1,6240,3,3,2,820
582,1,6240,3,3,0,100
582,1,6240,3,3,1,880
582,1,6240,3,3,0,80
582,1,6240,3,3,2,880
583,-1,520,3,0,0,210
583,-1,520,3,0,1,310
584,-1,620,3,0,0,230
584,-1,620,3,0,1,390
585,1,1290,3,4,0,210
585,1,1290,3,4,1,350
585,1,1290,3,4,0,70
585,1,1290,3,4,2,660
586,-1,3560,3,2,0,190
586,-1,3560,3,2,2,310
586,-1,3560,3,2,0,70
586,-1,3560,3,2,1,340
586,-1,3560,3,2,0,80
586,-1,3560,3,2,2,610
586,-1,3560,3,2,0,50
586,-1,3560,3,2,1,630
586,-1,3560,3,2,0,70
586,-1,3560,3,2,2,370
586,-1,3560,3,2,0,80
586,-1,3560,3,2,1,610
586,-1,3560,3,2,0,100
586,-1,3560,3,2,2,50
587,-1,930,3,3,0,190
587,-1,930,3,3,2,170
587,-1,930,3,3,0,70
587,-1,930,3,3,1,500
588,-1,1160,3,2,0,280
588,-1,1160,3,2,1,290
588,-1,1160,3,2,0,70
588,-1,1160,3,2,2,390
588,-1,1160,3,2,0,80
588,-1,1160,3,2,1,50
589,1,1290,3,6,0,240
589,1,1290,3,6,1,330
589,1,1290,3,6,0,70
589,1,1290,3,6,2,380
589,1,1290,3,6,0,80
589,1,1290,3,6,1,190
590,-1,3480,3,2,0,250
590,-1,3480,3,2,2,340
590,-1,3480,3,2,0,70
590,-1,3480,3,2,1,400
590,-1,3480,3,2,0,80
590,-1,3480,3,2,2,180
590,-1,3480,3,2,0,50
590,-1,3480,3,2,1,1270
590,-1,3480,3,2,0,70
590,-1,3480,3,2,2,770
591,-1,700,3,1,0,190
591,-1,700,3,1,1,510
592,1,570,3,5,0,210
592,1,570,3,5,2,360
593,1,2420,3,4,0,530
593,1,2420,3,4,1,210
593,1,2420,3,4,0,70
593,1,2420,3,4,2,580
593,1,2420,3,4,0,80
593,1,2420,3,4,1,460
593,1,2420,3,4,0,50
593,1,2420,3,4,2,440
594,-1,1280,3,3,0,230
594,-1,1280,3,3,2,240
594,-1,1280,3,3,0,70
594,-1,1280,3,3,1,740
595,-1,2650,3,1,0,220
595,-1,2650,3,1,2,270
595,-1,2650,3,1,0,70
595,-1,2650,3,1,1,360
595,-1,2650,3,1,0,80
595,-1,2650,3,1,2,840
595,-1,2650,3,1,0,50
595,-1,2650,3,1,1,760
596,1,990,3,4,0,240
596,1,990,3,4,1,470
596,1,990,3,4,0,70
596,1,990,3,4,2,210
597,1,570,3,5,0,290
597,1,570,3,5,1,280
598,-1,730,3,1,0,160
598,-1,730,3,1,2,230
598,-1,730,3,1,0,70
598,-1,730,3,1,1,270
599,-1,1530,3,0,0,250
599,-1,1530,3,0,1,190
599,-1,1530,3,0,0,70
599,-1,1530,3,0,2,400
599,-1,1530,3,0,0,80
599,-1,1530,3,0,1,540
600,1,1590,3,4,0,310
600,1,1590,3,4,2,380
600,1,1590,3,4,0,70
600,1,1590,3,4,1,380
600,1,1590,3,4,0,80
600,1,1590,3,4,2,370
601,-1,1210,3,1,0,250
601,-1,1210,3,1,1,210
601,-1,1210,3,1,0,70
601,-1,1210,3,1,2,420
601,-1,1210,3,1,0,80
601,-1,1210,3,1,1,180
602,-1,660,3,4,0,270
602,-1,660,3,4,1,390
603,-1,1110,3,1,0,260
603,-1,1110,3,1,2,220
603,-1,1110,3,1,0,70
603,-1,1110,3,1,1,560
604,-1,4690,3,1,0,490
604,-1,4690,3,1,1,420
604,-1,4690,3,1,0,70
604,-1,4690,3,1,2,360
604,-1,4690,3,1,0,80
604,-1,4690,3,1,1,310
604,-1,4690,3,1,0,50
604,-1,4690,3,1,2,510
604,-1,4690,3,1,0,70
604,-1,4690,3,1,1,510
604,-1,4690,3,1,0,80
604,-1,4690,3,1,2,1420
604,-1,4690,3,1,0,100
604,-1,4690,3,1,1,220
605,1,1450,3,4,0,230
605,1,1450,3,4,1,450
605,1,1450,3,4,0,70
605,1,1450,3,4,2,700
606,1,2910,3,6,0,230
606,1,2910,3,6,2,230
606,1,2910,3,6,0,70
606,1,2910,3,6,1,370
606,1,2910,3,6,0,80
606,1,2910,3,6,2,1130
606,1,2910,3,6,0,50
606,1,2910,3,6,1,650
606,1,2910,3,6,0,70
606,1,2910,3,6,2,30
607,-1,990,3,1,0,220
607,-1,990,3,1,1,400
607,-1,990,3,1,0,70
607,-1,990,3,1,2,300
608,1,3600,3,2,0,210
608,1,3600,3,2,1,140
608,1,3600,3,2,0,70
608,1,3600,3,2,2,460
608,1,3600,3,2,0,80
608,1,3600,3,2,1,510
608,1,3600,3,2,0,50
608,1,3600,3,2,2,500
608,1,3600,3,2,0,70
608,1,3600,3,2,1,920
608,1,3600,3,2,0,80
608,1,3600,3,2,2,460
608,1,3600,3,2,0,50
609,-1,6020,3,1,0,320
609,-1,6020,3,1,2,370
609,-1,6020,3,1,0,70
609,-1,6020,3,1,1,450
609,-1,6020,3,1,0,80
609,-1,6020,3,1,2,1580
609,-1,6020,3,1,0,50
609,-1,6020,3,1,1,710
609,-1,6020,3,1,0,70
609,-1,6020,3,1,2,920
609,-1,6020,3,1,0,80
609,-1,6020,3,1,1,310
609,-1,6020,3,1,0,100
609,-1,6020,3,1,2,770
609,-1,6020,3,1,0,80
609,-1,6020,3,1,1,60
610,-1,330,3,1,0,270
610,-1,330,3,1,2,60
611,-1,590,3,0,0,270
611,-1,590,3,0,1,320
612,-1,500,3,2,0,280
612,-1,500,3,2,1,220
613,1,700,3,6,0,340
613,1,700,3,6,1,220
613,1,700,3,6,0,70
613,1,700,3,6,2,70
614,1,1270,3,5,0,240
614,1,1270,3,5,2,230
614,1,1270,3,5,0,70
614,1,1270,3,5,1,540
614,1,1270,3,5,0,80
614,1,1270,3,5,2,110
615,-1,830,3,1,0,290
615,-1,830,3,1,1,180
615,-1,830,3,1,0,70
615,-1,830,3,1,2,290
616,1,1590,3,6,0,210
616,1,1590,3,6,1,250
616,1,1590,3,6,0,70
616,1,1590,3,6,2,160
616,1,1590,3,6,0,80
616,1,1590,3,6,1,450
616,1,1590,3,6,0,50
616,1,1590,3,6,2,320
617,-1,1800,3,3,0,220
617,-1,1800,3,3,1,360
617,-1,1800,3,3,0,70
617,-1,1800,3,3,2,610
617,-1,1800,3,3,0,80
617,-1,1800,3,3,1,460
618,1,640,3,4,0,210
618,1,640,3,4,1,200
618,1,640,3,4,0,70
618,1,640,3,4,2,160
619,1,1450,3,5,0,210
619,1,1450,3,5,1,200
619,1,1450,3,5,0,70
619,1,1450,3,5,2,720
619,1,1450,3,5,0,80
619,1,1450,3,5,1,170
620,1,2170,3,4,0,200
620,1,2170,3,4,1,220
620,1,2170,3,4,0,70
620,1,2170,3,4,2,250
620,1,2170,3,4,0,80
620,1,2170,3,4,1,490
620,1,2170,3,4,0,50
620,1,2170,3,4,2,810
621,1,1780,3,5,0,390
621,1,1780,3,5,2,250
621,1,1780,3,5,0,70
621,1,1780,3,5,1,410
621,1,1780,3,5,0,80
621,1,1780,3,5,2,260
621,1,1780,3,5,0,50
621,1,1780,3,5,1,270
622,-1,2360,3,4,0,240
622,-1,2360,3,4,1,210
622,-1,2360,3,4,0,70
622,-1,2360,3,4,2,530
622,-1,2360,3,4,0,80
622,-1,2360,3,4,1,910
622,-1,2360,3,4,0,50
622,-1,2360,3,4,2,270
623,-1,1600,3,2,0,190
623,-1,1600,3,2,1,210
623,-1,1600,3,2,0,70
623,-1,1600,3,2,2,580
623,-1,1600,3,2,0,80
623,-1,1600,3,2,1,470
624,1,2510,3,4,0,250
624,1,2510,3,4,1,350
624,1,2510,3,4,0,70
624,1,2510,3,4,2,860
624,1,2510,3,4,0,80
624,1,2510,3,4,1,220
624,1,2510,3,4,0,50
624,1,2510,3,4,2,630
625,-1,470,3,6,0,170
625,-1,470,3,6,1,300
626,1,2730,3,5,0,200
626,1,2730,3,5,1,160
626,1,2730,3,5,0,70
626,1,2730,3,5,2,580
626,1,2730,3,5,0,80
626,1,2730,3,5,1,560
626,1,2730,3,5,0,50
626,1,2730,3,5,2,360
626,1,2730,3,5,0,70
626,1,2730,3,5,1,600
627,-1,690,3,2,0,260
627,-1,690,3,2,2,230
627,-1,690,3,2,0,70
627,-1,690,3,2,1,130
628,1,770,3,4,0,250
628,1,770,3,4,1,210
628,1,770,3,4,0,70
628,1,770,3,4,2,240
629,1,1020,3,6,0,180
629,1,1020,3,6,1,280
629,1,1020,3,6,0,70
629,1,1020,3,6,2,440
629,1,1020,3,6,0,50
630,-1,780,3,0,0,290
630,-1,780,3,0,2,140
630,-1,780,3,0,0,70
630,-1,780,3,0,1,280
631,-1,310,3,4,0,310
632,1,990,3,6,0,280
632,1,990,3,6,2,140
632,1,990,3,6,0,70
632,1,990,3,6,1,470
632,1,990,3,6,0,30
633,1,1020,3,5,0,230
633,1,1020,3,5,1,290
633,1,1020,3,5,0,70
633,1,1020,3,5,2,430
634,-1,3040,3,3,0,270
634,-1,3040,3,3,1,210
634,-1,3040,3,3,0,70
634,-1,3040,3,3,2,590
634,-1,3040,3,3,0,80
634,-1,3040,3,3,1,1580
634,-1,3040,3,3,0,50
634,-1,3040,3,3,2,190
635,1,610,3,5,0,100
635,1,610,3,5,1,220
635,1,610,3,5,0,70
635,1,610,3,5,2,220
636,-1,1100,3,0,0,240
636,-1,1100,3,0,1,490
636,-1,1100,3,0,0,70
636,-1,1100,3,0,2,300
637,-1,1950,3,1,0,260
637,-1,1950,3,1,1,300
637,-1,1950,3,1,0,70
637,-1,1950,3,1,2,520
637,-1,1950,3,1,0,80
637,-1,1950,3,1,1,720
638,1,2020,3,2,0,210
638,1,2020,3,2,1,250
638,1,2020,3,2,0,70
638,1,2020,3,2,2,300
638,1,2020,3,2,0,80
638,1,2020,3,2,1,410
638,1,2020,3,2,0,50
638,1,2020,3,2,2,650
639,1,1720,3,3,0,250
639,1,1720,3,3,2,380
639,1,1720,3,3,0,70
639,1,1720,3,3,1,360
639,1,1720,3,3,0,80
639,1,1720,3,3,2,580
640,-1,3130,3,3,0,220
640,-1,3130,3,3,1,430
640,-1,3130,3,3,0,70
640,-1,3130,3,3,2,580
640,-1,3130,3,3,0,80
640,-1,3130,3,3,1,1210
640,-1,3130,3,3,0,50
640,-1,3130,3,3,2,270
640,-1,3130,3,3,0,70
640,-1,3130,3,3,1,150
641,-1,4620,3,2,0,240
641,-1,4620,3,2,1,190
641,-1,4620,3,2,0,70
641,-1,4620,3,2,2,380
641,-1,4620,3,2,0,80
641,-1,4620,3,2,1,550
641,-1,4620,3,2,0,50
641,-1,4620,3,2,2,1570
641,-1,4620,3,2,0,70
641,-1,4620,3,2,1,350
641,-1,4620,3,2,0,80
641,-1,4620,3,2,2,390
641,-1,4620,3,2,0,100
641,-1,4620,3,2,1,500
642,1,1020,3,6,0,440
642,1,1020,3,6,1,230
642,1,1020,3,6,0,70
642,1,1020,3,6,2,280
643,-1,1390,3,0,0,230
643,-1,1390,3,0,1,390
643,-1,1390,3,0,0,70
643,-1,1390,3,0,2,420
643,-1,1390,3,0,0,80
643,-1,1390,3,0,1,200
644,-1,1810,3,4,0,200
644,-1,1810,3,4,1,180
644,-1,1810,3,4,0,70
644,-1,1810,3,4,2,550
644,-1,1810,3,4,0,80
644,-1,1810,3,4,1,730
645,-1,610,3,5,0,370
645,-1,610,3,5,1,240
646,1,410,3,0,0,220
646,1,410,3,0,2,190
647,-1,440,3,3,0,270
647,-1,440,3,3,2,170
648,-1,4590,3,4,0,220
648,-1,4590,3,4,1,260
648,-1,4590,3,4,0,70
648,-1,4590,3,4,2,570
648,-1,4590,3,4,0,80
648,-1,4590,3,4,1,1810
648,-1,4590,3,4,0,50
648,-1,4590,3,4,2,240
648,-1,4590,3,4,0,70
648,-1,4590,3,4,1,1220
649,-1,2360,3,1,0,750
649,-1,2360,3,1,1,180
649,-1,2360,3,1,0,70
649,-1,2360,3,1,2,1210
649,-1,2360,3,1,0,80
649,-1,2360,3,1,1,70
650,-1,1070,3,3,0,280
650,-1,1070,3,3,2,190
650,-1,1070,3,3,0,70
650,-1,1070,3,3,1,530
651,-1,2140,3,0,0,260
651,-1,2140,3,0,1,240
651,-1,2140,3,0,0,70
651,-1,2140,3,0,2,640
651,-1,2140,3,0,0,80
651,-1,2140,3,0,1,390
651,-1,2140,3,0,0,50
651,-1,2140,3,0,2,410
652,1,5850,3,4,0,250
652,1,5850,3,4,2,210
652,1,5850,3,4,0,70
652,1,5850,3,4,1,670
652,1,5850,3,4,0,80
652,1,5850,3,4,2,620
652,1,5850,3,4,0,50
652,1,5850,3,4,1,550
652,1,5850,3,4,0,70
652,1,5850,3,4,2,590
652,1,5850,3,4,0,80
652,1,5850,3,4,1,500
652,1,5850,3,4,0,100
652,1,5850,3,4,2,440
652,1,5850,3,4,0,80
652,1,5850,3,4,1,770
652,1,5850,3,4,0,150
652,1,5850,3,4,2,570
653,-1,1460,3,0,0,310
653,-1,1460,3,0,1,350
653,-1,1460,3,0,0,70
653,-1,1460,3,0,2,550
653,-1,1460,3,0,0,80
653,-1,1460,3,0,1,100
654,-1,1270,3,1,0,190
654,-1,1270,3,1,1,170
654,-1,1270,3,1,0,70
654,-1,1270,3,1,2,280
654,-1,1270,3,1,0,80
654,-1,1270,3,1,1,480
655,1,480,3,6,0,220
655,1,480,3,6,2,260
656,1,590,3,2,0,210
656,1,590,3,2,2,380
657,1,3480,3,5,0,290
657,1,3480,3,5,1,720
657,1,3480,3,5,0,70
657,1,3480,3,5,2,480
657,1,3480,3,5,0,80
657,1,3480,3,5,1,1120
657,1,3480,3,5,0,50
657,1,3480,3,5,2,670
658,-1,1810,3,5,0,230
658,-1,1810,3,5,1,140
658,-1,1810,3,5,0,70
658,-1,1810,3,5,2,280
658,-1,1810,3,5,0,80
658,-1,1810,3,5,1,1010
659,1,2720,3,3,0,230
659,1,2720,3,3,2,170
659,1,2720,3,3,0,70
659,1,2720,3,3,1,780
659,1,2720,3,3,0,80
659,1,2720,3,3,2,1390
660,1,2080,3,4,0,560
660,1,2080,3,4,2,270
660,1,2080,3,4,0,70
660,1,2080,3,4,1,870
660,1,2080,3,4,0,80
660,1,2080,3,4,2,230
661,-1,1480,3,1,0,230
661,-1,1480,3,1,2,180
661,-1,1480,3,1,0,70
661,-1,1480,3,1,1,300
661,-1,1480,3,1,0,80
661,-1,1480,3,1,2,620
662,-1,1540,3,4,0,250
662,-1,1540,3,4,1,320
662,-1,1540,3,4,0,70
662,-1,1540,3,4,2,480
662,-1,1540,3,4,0,80
662,-1,1540,3,4,1,340
663,-1,2220,3,2,0,230
663,-1,2220,3,2,1,170
663,-1,2220,3,2,0,70
663,-1,2220,3,2,2,500
663,-1,2220,3,2,0,80
663,-1,2220,3,2,1,1110
663,-1,2220,3,2,0,50
663,-1,2220,3,2,2,10
664,-1,1070,3,2,0,230
664,-1,1070,3,2,1,160
664,-1,1070,3,2,0,70
664,-1,1070,3,2,2,610
665,1,3990,3,1,0,290
665,1,3990,3,1,1,210
665,1,3990,3,1,0,70
665,1,3990,3,1,2,750
665,1,3990,3,1,0,80
665,1,3990,3,1,1,740
665,1,3990,3,1,0,50
665,1,3990,3,1,2,900
665,1,3990,3,1,0,70
665,1,3990,3,1,1,420
665,1,3990,3,1,0,80
665,1,3990,3,1,2,330
666,-1,650,3,0,0,190
666,-1,650,3,0,2,260
666,-1,650,3,0,0,70
666,-1,650,3,0,1,130
667,-1,1050,3,5,0,220
667,-1,1050,3,5,1,830
668,1,1200,3,4,0,210
668,1,1200,3,4,2,170
668,1,1200,3,4,0,70
668,1,1200,3,4,1,460
668,1,1200,3,4,0,80
668,1,1200,3,4,2,210
669,1,800,3,5,0,230
669,1,800,3,5,1,150
