parcode,trial,rt,choice,valueLeft,valueRight
18,755,916,-1,1,0
18,757,762,-1,1,0
18,758,4552,1,0,1.5
18,759,8438,1,0,1
18,763,688,1,0,1.5
18,766,1054,-1,1.5,0
18,769,790,-1,1,0
18,772,732,1,0,1
18,773,924,-1,1,0
18,774,1332,-1,1,0
18,778,1456,-1,1,0
18,779,952,-1,1,0
18,785,676,1,0,1.5
18,788,1298,-1,1.5,0.5
18,791,1500,1,0,1
18,796,742,-1,1,0
18,801,1154,-1,1,0
18,802,1308,1,0,1
18,803,654,1,0,1.5
18,804,826,1,0,1.5
18,805,822,-1,1,0
18,806,732,-1,1,0
18,808,634,1,0.5,1.5
18,810,1114,1,0,1
18,813,1116,-1,1.5,0
18,816,2084,1,1.5,0.5
18,818,1578,1,0.5,1.5
18,819,726,1,0.5,1.5
18,823,656,-1,1.5,0
18,825,748,1,0,1
18,830,992,1,0,1
18,834,936,-1,1.5,0
18,837,798,1,0,1
18,838,1216,-1,1,0
18,840,1734,-1,1.5,0.5
18,842,1286,-1,1,0
18,844,632,1,0,1
18,846,1620,1,1,0
18,847,992,1,0.5,1.5
18,849,946,1,1,0
18,850,1156,-1,0,1
18,853,1158,1,1.5,0.5
18,858,876,-1,1.5,0
18,859,894,1,0.5,1.5
18,860,1020,1,0.5,1.5
18,863,1088,-1,1,0
18,865,936,1,0,1
18,868,1104,1,0,1.5
18,869,662,-1,1.5,0
18,870,1064,-1,0,1
18,872,2030,1,0,1
18,875,940,-1,1,0
18,877,608,-1,1.5,0
18,881,1188,-1,1.5,0.5
18,885,844,1,0,1.5
18,888,846,1,0,1
18,891,906,1,0,1
18,895,1230,-1,0,1.5
18,897,1284,1,1,0
18,903,1090,-1,1,0
18,904,856,1,0,1
18,909,684,-1,1,0
18,911,758,-1,1.5,0
18,912,836,1,0,1
18,917,1422,1,1.5,0.5
18,922,1124,-1,0.5,1.5
18,923,840,1,0,1
18,927,1180,1,0,1
18,929,788,-1,1,0
18,936,736,1,0,1.5
18,941,788,1,0.5,1.5
18,944,1316,1,0.5,1.5
18,945,962,-1,1.5,0
18,949,1230,-1,1,0
18,954,1232,1,0.5,1.5
18,955,11068,1,1.5,0
18,956,788,-1,1.5,0.5
18,957,2480,1,0,1
18,958,1166,-1,1,0
18,963,5330,-1,0,1
18,966,816,1,0,1
18,974,756,1,0.5,1.5
18,975,996,1,0,1.5
18,976,680,-1,1.5,0.5
18,977,628,1,0,1
18,980,1036,1,0,1.5
18,986,1318,-1,1.5,0.5
18,990,1120,1,1,0
18,994,610,1,0,1.5
18,995,762,1,0,1
18,996,670,1,0,1
18,997,918,-1,1.5,0
18,999,758,1,0.5,1.5
18,1005,1152,1,0.5,1.5
18,1008,1240,1,0,1
18,1010,1306,-1,1.5,0
18,1015,1918,1,0,1
18,1016,1074,1,0,1
18,1019,1242,-1,1,0
18,1021,1622,-1,0,1
18,1022,1096,1,0.5,1.5
18,1027,914,-1,1.5,0.5
18,1028,1036,1,0,1
18,1032,802,1,0,1
18,1034,834,-1,1,0
18,1042,950,1,0,1.5
18,1048,1218,-1,1,0
18,1049,846,-1,1,0
18,1051,828,-1,1,0
18,1053,668,-1,1,0
18,1055,1040,1,1.5,0
18,1056,926,-1,1,0
18,1060,1554,-1,1,0
18,1061,782,1,0.5,1.5
18,1064,1440,1,0.5,1.5
18,1070,874,-1,1.5,0
18,1071,712,1,0,1.5
18,1073,816,1,0.5,1.5
18,1074,1298,-1,1.5,0.5
18,1077,1024,-1,1.5,0.5
18,1080,748,1,0,1.5
18,1081,888,1,0,1.5
18,1082,770,1,0,1
18,1084,1630,-1,1.5,0.5
18,1088,836,1,0,1
18,1091,1724,-1,1,0
18,1093,882,1,0,1
18,1096,786,-1,1.5,0
18,1097,810,1,0,1.5
18,1098,2012,-1,1,0
18,1101,804,-1,1,0
18,1105,706,1,0,1
18,1113,652,1,0,1
18,1114,1068,1,0,1
18,1115,1090,-1,1,0
18,1117,940,1,0,1.5
18,1118,1796,-1,1.5,0.5
18,1123,1244,-1,1.5,0.5
18,1127,770,1,0,1
18,1130,1552,-1,1,0
18,1132,2096,-1,1.5,0.5
18,1134,1506,-1,1.5,0.5
18,1135,2622,-1,1.5,0
18,1136,2742,-1,1,0
18,1139,848,1,0,1
18,1143,710,1,0,1
18,1147,978,-1,1,0
18,1153,822,1,0,1
18,1154,1156,1,0.5,1.5
18,1155,610,1,0,1
18,1156,818,1,0.5,1.5
18,1157,1126,1,0,1
18,1158,720,-1,1,0
18,1159,852,-1,1,0
18,1163,1070,-1,1,0
18,1165,684,1,0,1
18,1167,884,1,0.5,1.5
18,1168,998,-1,1,0
18,1169,1000,1,0,1.5
18,1170,1446,-1,1,0
18,1172,690,-1,1.5,0
18,1173,1460,-1,1,0
18,1178,1248,-1,0,1
18,1179,708,-1,1.5,0
18,1181,896,1,0.5,1.5
18,1183,872,-1,1.5,0
18,1187,678,-1,1,0
18,1189,704,-1,1.5,0
18,1192,898,1,0,1
18,1193,942,-1,1,0
18,1201,824,1,0.5,1.5
18,1204,968,-1,1.5,0.5
18,1206,726,1,0,1.5
18,1211,716,-1,1.5,0.5
18,1214,706,1,0.5,1.5
18,1215,864,-1,1.5,0
18,1218,772,1,0,1
18,1220,802,1,0,1
18,1223,1260,-1,1.5,0.5
18,1224,968,-1,1.5,0
18,1227,714,-1,1.5,0.5
18,1231,662,1,0.5,1.5
18,1235,1000,1,0,1.5
18,1238,858,-1,1.5,0
18,1247,688,1,0,1
18,1254,1186,-1,0,1
18,1255,862,1,0,1
18,1256,560,1,0,1
18,1258,670,-1,1,0
18,1261,944,-1,1.5,0.5
18,1263,630,1,0.5,1.5
18,1266,1330,1,1.5,0.5
18,1267,1028,1,0,1.5
18,1268,1258,-1,1,0
18,1269,620,1,0,1
18,1270,1192,1,1.5,0.5
18,1273,1032,-1,1,0
18,1276,1186,-1,1,0
18,1281,750,1,0.5,1.5
18,1284,674,1,0,1.5
18,1286,612,-1,1,0
18,1288,970,1,0.5,1.5
18,1289,772,-1,1,0
18,1290,960,-1,1,0
18,1291,980,1,0,1
18,1295,686,-1,1.5,0
18,1297,970,-1,1,0
19,1,3012,-1,0,1.5
19,7,1438,-1,1.5,0.5
19,11,3318,1,1,0
19,15,903,1,0,1.5
19,16,866,1,0,1
19,17,1324,1,0,1
19,18,1256,1,1.5,0
19,20,2452,-1,0.5,1.5
19,26,3536,-1,0.5,1.5
19,29,1258,-1,0,1
19,31,1634,-1,1.5,0
19,36,1586,1,0,1
19,37,1181,1,0,1
19,40,1962,-1,1,0
19,42,1020,-1,0,1
19,43,3166,1,0.5,1.5
19,48,1142,-1,1.5,0.5
19,49,1378,1,0,1
19,53,868,1,0,1
19,55,1342,-1,1,0
19,63,1704,1,0,1.5
19,69,1748,1,1,0
19,70,1298,-1,1,0
19,72,882,1,1,0
19,74,1074,1,1,0
19,76,2508,-1,1.5,0
19,77,3694,-1,1,0
19,81,3784,1,1,0
19,82,1290,1,0.5,1.5
19,85,1108,1,0.5,1.5
19,91,6174,-1,1.5,0
19,92,1402,1,0,1.5
19,94,1258,1,0.5,1.5
19,95,1240,-1,1.5,0.5
19,98,1674,-1,1.5,0.5
19,99,1028,-1,1.5,0
19,102,4574,-1,0,1.5
19,103,2084,1,0,1.5
19,104,10124,-1,0,1
19,106,5458,-1,1.5,0.5
19,110,1816,1,0,1
19,113,1120,-1,1,0
19,115,1394,1,0,1
19,118,6488,-1,1.5,0
19,119,1508,1,0,1.5
19,120,8566,1,1,0
19,123,974,-1,1,0
19,127,5128,1,0,1
19,135,1986,-1,0,1
19,136,1360,1,0,1
19,137,1954,1,1,0
19,139,1122,1,0,1.5
19,140,1688,-1,1.5,0.5
19,146,4640,1,1.5,0.5
19,150,1244,1,0,1
19,153,9092,1,1,0
19,155,11548,-1,1.5,0.5
19,157,1310,-1,1.5,0.5
19,158,2880,-1,1.5,0
19,159,8972,-1,1,0
19,162,3832,1,0,1
19,166,1428,1,0,1
19,170,5662,1,1,0
19,176,1052,1,0,1
19,177,1570,1,0.5,1.5
19,178,1140,1,0,1
19,179,918,1,0.5,1.5
19,180,2416,-1,0,1
19,181,1330,1,1,0
19,185,1092,-1,1,0
19,187,1308,-1,0,1
19,189,853,1,0.5,1.5
19,190,976,-1,1,0
19,191,1190,1,0,1.5
19,192,1168,-1,1,0
19,194,1128,-1,1.5,0
19,195,2692,1,1,0
19,200,1158,-1,0,1
19,201,1334,1,1.5,0
19,203,838,1,0.5,1.5
19,208,842,1,1,0
19,210,1168,-1,1.5,0
19,213,4024,1,0,1
19,214,1590,-1,1,0
19,222,1376,1,0.5,1.5
19,225,3280,1,1.5,0.5
19,227,808,1,0,1.5
19,232,1090,1,1.5,0.5
19,235,786,1,0.5,1.5
19,236,1200,1,1.5,0
19,239,1293,1,0,1
19,241,1124,1,0,1
19,244,1198,-1,1.5,0.5
19,245,1058,-1,1.5,0
19,248,1070,-1,1.5,0.5
19,253,2065,1,0.5,1.5
19,258,1233,1,0,1.5
19,261,1270,1,0,1.5
19,262,1382,-1,1.5,0
19,263,4390,1,1.5,0
19,272,3108,-1,0,1
19,277,1054,1,0,1.5
19,280,1327,-1,0,1
19,281,2352,1,0,1
19,282,1792,1,0,1
19,284,4092,1,1,0
19,285,1327,1,0,1.5
19,289,964,1,0.5,1.5
19,292,2192,-1,1.5,0.5
19,293,3000,1,0,1.5
19,294,2852,-1,1,0
19,295,1692,1,0,1
19,296,3419,-1,1.5,0.5
19,299,1122,-1,1,0
19,302,2144,-1,1,0
19,305,3516,1,0,1
19,308,1250,1,0.5,1.5
19,311,1291,1,0,1.5
19,313,1345,-1,1,0
19,315,1234,1,0.5,1.5
19,316,1107,-1,1,0
19,317,2763,1,1,0
19,318,1242,-1,0,1
19,322,970,-1,1.5,0
19,324,1472,1,1,0
19,332,1513,1,0,1.5
19,336,1003,-1,1,0
19,339,1085,-1,1,0
19,340,1045,-1,1,0
19,344,2679,1,0,1
19,345,1693,-1,1.5,0
19,348,1090,-1,1.5,0
19,352,737,1,0,1
19,353,1690,-1,0,1
19,357,886,1,0,1
19,360,2490,1,1,0
19,368,1612,1,0,1
19,374,3568,1,0,1
19,378,876,-1,1,0
19,382,947,1,0,1.5
19,384,1263,-1,1.5,0.5
19,385,980,-1,1.5,0.5
19,388,1815,1,1.5,0.5
19,389,1486,-1,0.5,1.5
19,392,1092,1,0,1.5
19,393,1560,1,0,1
19,399,1280,-1,1,0
19,401,763,-1,1.5,0.5
19,403,1284,1,0.5,1.5
19,408,987,1,0,1.5
19,412,1311,-1,1.5,0
19,413,1182,1,0,1
19,419,3489,1,1,0
19,420,1555,-1,0.5,1.5
19,423,1163,1,0.5,1.5
19,424,1356,-1,1.5,0
19,425,1606,1,0,1
19,426,3295,-1,1,0
19,427,2199,-1,1,0
19,438,1700,1,0,1
19,441,1314,1,0,1
19,442,1212,-1,0,1
19,444,1656,1,0,1
19,446,1261,-1,1.5,0
19,452,1262,1,0.5,1.5
19,453,1238,1,0,1
19,457,7599,-1,1,0
19,458,3188,-1,1,0
19,459,2406,1,1,0
19,461,1170,-1,1.5,0.5
19,462,1517,1,0,1
19,467,1090,-1,1.5,0
19,468,1040,-1,0,1
19,470,1156,1,0.5,1.5
19,471,1441,1,0.5,1.5
19,476,1250,1,0,1
19,480,988,1,0,1
19,482,878,1,0,1.5
19,484,944,1,0,1
19,486,787,1,0.5,1.5
19,493,1306,-1,1.5,0
19,499,1824,1,1,0
19,500,938,1,0,1.5
19,502,1279,-1,1,0
19,504,2328,-1,1,0
19,506,1380,-1,1.5,0
19,508,1186,1,1.5,0.5
19,511,1256,1,0,1
19,517,1169,-1,1,0
19,520,1397,1,0,1.5
19,523,1684,-1,1,0
19,524,1268,1,0,1
19,525,1434,-1,1.5,0
19,527,1204,-1,1.5,0.5
19,529,1889,-1,1.5,0.5
19,530,1608,1,1,0
19,531,1508,1,0,1.5
19,533,1480,-1,1.5,0.5
19,535,1310,1,0,1
19,542,1183,-1,1,0
19,544,1282,-1,0,1
19,547,1114,-1,0,1
19,548,1418,1,0.5,1.5
19,549,788,1,1.5,0
19,550,834,1,0.5,1.5
19,551,1115,1,0.5,1.5
19,552,1688,1,1,0
19,553,1158,1,1.5,0.5
19,555,921,-1,1,0
19,556,1008,-1,1,0
19,557,2876,-1,0,1
19,560,1122,-1,1.5,0
19,562,1236,1,1.5,0.5
19,564,1621,-1,1.5,0
19,566,2108,-1,1,0
19,568,786,1,0,1.5
19,569,1792,1,0,1.5
19,575,854,1,0,1
19,581,898,1,1,0
19,584,5161,1,1.5,0
19,589,1604,-1,1.5,0.5
19,590,1756,1,1,0
19,596,836,1,1.5,0
19,603,1246,-1,1,0
19,604,1124,-1,0,1
19,608,1094,1,0,1
19,609,990,1,0,1.5
19,611,1094,1,1,0
19,612,1124,1,0,1.5
19,614,2136,1,1,0
19,618,914,-1,1.5,0
19,621,1146,1,1.5,0.5
19,622,1194,1,0.5,1.5
19,624,798,1,0.5,1.5
19,625,1232,-1,0,1
19,626,922,-1,1.5,0
19,627,762,1,0.5,1.5
19,628,828,1,1,0
19,631,1224,1,0.5,1.5
19,632,1184,1,1,0
19,633,918,1,0,1.5
19,636,1052,1,0,1
19,638,1198,1,1.5,0.5
19,640,1578,1,0,1.5
19,642,3746,1,1.5,0.5
19,644,1270,-1,1,0
19,645,736,1,0.5,1.5
19,647,1900,1,0,1.5
19,655,1374,-1,1,0
19,660,1198,1,0,1
19,663,1450,-1,1.5,0.5
19,664,844,1,0,1.5
19,667,968,1,0,1
19,669,1485,1,0,1.5
19,675,1363,-1,1.5,0.5
19,679,1111,1,1,0
19,683,863,1,0,1.5
19,684,2169,1,0,1
19,685,1173,1,0,1
19,686,1301,1,1.5,0
19,688,1025,1,0.5,1.5
19,694,1223,1,0.5,1.5
19,697,1819,-1,0,1
19,699,1219,-1,1.5,0
19,704,1789,1,0,1
19,705,1091,1,0,1
19,708,1543,-1,1,0
19,710,1783,-1,0,1
19,711,1049,1,0.5,1.5
19,716,1091,-1,1.5,0.5
19,717,1267,1,0,1
19,721,3431,1,0,1
19,723,1091,-1,1,0
19,731,1413,1,0,1.5
19,737,2525,-1,1,0
19,738,1197,-1,1,0
19,740,1331,1,1,0
19,742,807,1,1,0
19,744,997,1,1.5,0
19,745,1585,1,1,0
19,749,929,1,1,0
19,750,1091,1,0.5,1.5
19,753,4593,-1,0.5,1.5
19,759,1455,-1,1.5,0
19,760,1421,1,0,1.5
19,762,1229,1,0.5,1.5
19,763,1363,-1,1.5,0.5
19,766,1315,-1,1.5,0.5
19,767,977,-1,1.5,0
19,770,2935,1,0,1.5
19,771,1075,1,0,1.5
19,772,2745,1,0,1
19,774,1435,-1,1.5,0.5
19,778,1087,1,0,1
19,781,1095,-1,1,0
19,783,1505,1,0,1
19,786,7133,-1,1.5,0
19,787,1293,1,0,1.5
19,788,1187,1,1,0
19,791,1045,-1,1,0
19,795,2169,-1,0,1
19,803,1405,-1,0,1
19,804,1441,1,0,1
19,805,1005,1,1,0
19,807,2215,-1,0,1.5
19,808,1379,-1,1.5,0.5
19,814,2513,-1,1.5,0.5
19,818,1621,1,0,1
19,821,5889,1,1,0
19,823,1885,1,1.5,0.5
19,825,1491,-1,1.5,0.5
19,826,2603,1,1.5,0
19,827,2421,-1,1,0
19,830,1039,1,0,1
19,834,2657,-1,0,1
19,838,1749,1,1,0
19,844,1231,1,0,1
19,845,2073,1,0.5,1.5
19,846,1199,1,0,1
19,847,967,1,0.5,1.5
19,848,905,1,0,1
19,849,1483,-1,1,0
19,850,1385,1,1,0
19,854,1545,1,1,0
19,856,1265,-1,0,1
19,858,1471,1,0.5,1.5
19,859,1272,-1,1,0
19,860,2577,1,0,1.5
19,861,2047,1,1,0
19,863,1285,-1,1.5,0
19,864,2245,1,1,0
19,869,3699,1,0,1
19,870,3559,1,1.5,0
19,872,1193,1,0.5,1.5
19,874,1677,-1,1.5,0
19,878,2057,1,1,0
19,880,1169,-1,1.5,0
19,883,2969,-1,0,1
19,884,1021,-1,1,0
19,892,1641,1,0.5,1.5
19,895,1589,-1,1.5,0.5
19,901,1611,-1,1.5,0.5
19,904,1171,1,0.5,1.5
19,905,1459,1,1.5,0
19,908,1103,1,0,1
19,910,1205,1,0,1
19,913,1157,-1,1.5,0.5
19,914,975,-1,1.5,0
19,917,1273,-1,1.5,0.5
19,922,815,1,0.5,1.5
19,927,1815,1,0,1.5
19,930,1173,1,0,1.5
19,931,955,-1,1.5,0
19,932,1413,-1,1.5,0
19,941,1193,-1,0,1
19,946,843,1,0,1.5
19,949,3321,1,0,1
19,950,1391,1,0,1
19,951,1595,1,0,1
19,953,1419,1,1,0
19,954,1107,1,0,1.5
19,957,1697,-1,1.5,0.5
19,959,1123,1,0.5,1.5
19,962,1218,-1,1.5,0.5
19,963,1853,1,0,1.5
19,964,1823,-1,1,0
19,965,1575,1,0,1
19,966,1559,-1,1.5,0.5
19,969,1001,-1,1,0
19,972,1709,-1,1,0
19,977,779,1,0.5,1.5
19,980,969,1,0,1.5
19,982,963,-1,1,0
19,984,1047,1,0.5,1.5
19,985,1201,-1,1,0
19,986,1659,1,1,0
19,987,1105,-1,0,1
19,991,949,-1,1.5,0
19,993,1269,1,1,0
19,1003,1025,1,0,1.5
19,1009,1167,-1,1.5,0.5
19,1013,1117,1,1,0
19,1017,797,1,0,1.5
19,1018,785,1,0,1
19,1019,1155,1,0,1
19,1020,1021,1,1.5,0
19,1022,1111,1,0.5,1.5
19,1028,1035,1,0.5,1.5
19,1031,1185,-1,0,1
19,1033,1095,-1,1.5,0
19,1038,1301,1,0,1
19,1039,1049,1,0,1
19,1042,1309,-1,1,0
19,1044,1171,-1,0,1
19,1045,1459,1,0.5,1.5
19,1050,1087,-1,1.5,0.5
19,1051,1173,1,0,1
19,1055,961,1,0,1
19,1057,1279,-1,1,0
19,1065,1283,1,0,1.5
19,1071,1425,-1,1,0
19,1072,1207,-1,1,0
19,1074,1479,1,1,0
19,1076,1231,1,1,0
19,1078,1327,-1,1.5,0
19,1079,1697,1,1,0
19,1083,1465,1,1,0
19,1084,1047,1,0.5,1.5
19,1087,1145,1,0.5,1.5
19,1093,1799,-1,1.5,0
19,1094,1209,1,0,1.5
19,1096,1155,1,0.5,1.5
19,1097,1077,-1,1.5,0.5
19,1100,1367,-1,1.5,0.5
19,1101,1151,-1,1.5,0
19,1104,1601,1,0,1.5
19,1105,1137,1,0,1.5
19,1106,2793,-1,0,1
19,1108,1481,-1,1.5,0.5
19,1112,1225,1,0,1
19,1115,1333,-1,1,0
19,1117,1361,-1,0,1
19,1120,4357,1,1.5,0
19,1121,991,1,0,1.5
19,1122,855,1,1,0
19,1125,1161,-1,1,0
19,1129,1349,-1,0,1
19,1137,1457,-1,0,1
19,1138,1425,-1,0,1
19,1139,3101,-1,1,0
19,1141,2759,1,0,1.5
19,1142,1461,-1,1.5,0.5
19,1148,1789,-1,1.5,0.5
19,1152,1425,-1,0,1
19,1155,1371,-1,1,0
19,1157,1811,-1,1.5,0.5
19,1159,1401,-1,1.5,0.5
19,1160,1123,-1,1.5,0
19,1161,1821,-1,1,0
19,1164,2935,-1,0,1
19,1168,1033,1,0,1
19,1172,1490,1,1,0
19,1178,1145,1,0,1
19,1179,2319,1,0.5,1.5
19,1180,1205,1,0,1
19,1181,1127,1,0.5,1.5
19,1182,1607,1,0,1
19,1183,1239,-1,1,0
19,1184,1763,1,1,0
19,1188,1407,1,1,0
19,1190,1107,-1,0,1
19,1192,1605,1,0.5,1.5
19,1193,1393,-1,1,0
19,1194,1055,1,0,1.5
19,1195,1401,1,1,0
19,1197,1343,-1,1.5,0
19,1198,6987,1,1,0
19,1203,5683,1,0,1
19,1204,4557,-1,1.5,0
19,1206,1467,1,0.5,1.5
19,1208,1113,-1,1.5,0
19,1212,891,1,1,0
19,1214,1079,-1,1.5,0
19,1217,2229,-1,0,1
19,1218,983,-1,1,0
19,1226,1221,1,0.5,1.5
19,1229,1835,-1,1.5,0.5
19,1231,1085,1,0,1.5
19,1236,1609,1,1.5,0.5
19,1239,1493,1,0.5,1.5
19,1240,1397,1,1.5,0
19,1243,1179,1,0,1
19,1245,1113,1,0,1
19,1248,1057,-1,1.5,0.5
19,1249,921,-1,1.5,0
19,1252,1144,-1,1.5,0.5
19,1257,2381,1,0.5,1.5
19,1262,1125,1,0,1.5
19,1265,1293,1,0,1.5
19,1266,957,-1,1.5,0
19,1267,1317,-1,1.5,0
19,1276,1147,-1,0,1
19,1281,1250,1,0,1.5
19,1284,1263,-1,0,1
19,1285,1387,1,0,1
19,1286,1483,1,0,1
19,1288,1367,1,1,0
19,1289,1249,1,0,1.5
19,1292,1011,-1,1.5,0.5
19,1294,1191,1,0.5,1.5
19,1297,1359,-1,1.5,0.5
19,1298,1423,1,0,1.5
19,1299,1165,-1,1,0
19,1300,1413,1,0,1
19,1301,1297,-1,1.5,0.5
19,1304,1171,-1,1,0
19,1307,1083,-1,1,0
19,1310,1765,-1,0,1
19,1313,1433,1,0.5,1.5
19,1316,2051,-1,0,1.5
19,1318,1593,-1,1,0
19,1320,1353,1,0.5,1.5
19,1321,841,-1,1,0
19,1322,1631,1,1,0
19,1323,1315,-1,0,1
19,1327,1331,-1,1.5,0
19,1329,1377,1,1,0
20,0,2083,-1,1,0
20,1,1631,1,0,1
20,5,1109,1,0,1.5
20,6,2847,1,0,1
20,7,1457,1,0.5,1.5
20,10,1495,-1,1.5,0.5
20,12,1661,-1,1,0
20,13,2653,-1,0,1.5
20,21,2057,1,0,1
20,22,1525,-1,1.5,0.5
20,27,3933,-1,0.5,1.5
20,29,2165,-1,1.5,0.5
20,32,2253,-1,1,0
20,33,2807,1,0.5,1.5
20,36,3439,1,0.5,1.5
20,37,3435,1,0,1.5
20,42,3885,-1,1.5,0.5
20,44,2029,-1,1.5,0.5
20,46,1079,-1,1,0
20,50,972,1,0,1
20,54,1767,-1,1.5,0.5
20,57,2833,1,0,1
20,58,2055,1,0,1.5
20,59,1821,-1,1,0
20,60,1003,-1,1,0
20,61,1045,-1,1,0
20,62,1439,-1,1.5,0
20,72,2375,-1,1.5,0
20,73,3159,1,0,1.5
20,79,1495,-1,1,0
20,80,1209,1,0,1.5
20,82,1623,1,0.5,1.5
20,84,1521,1,0,1
20,89,2425,-1,1.5,0
20,93,2207,1,0,1.5
20,100,1247,-1,1,0
20,101,1087,-1,1.5,0.5
20,102,1775,1,0,1
20,105,2953,-1,1,0
20,107,10207,1,0.5,1.5
20,108,971,-1,1.5,0
20,109,2073,1,0,1
20,113,3135,-1,1,0
20,114,1893,1,0,1.5
20,117,1653,1,0,1
20,118,1087,-1,1.5,0.5
20,121,4097,1,0.5,1.5
20,126,1057,-1,1,0
20,127,6047,1,0,1
20,129,4017,-1,1.5,0
20,130,941,-1,1.5,0
20,133,671,-1,1,0
20,135,4035,-1,0.5,1.5
20,136,2455,1,0,1
20,137,787,-1,1.5,0.5
20,138,1375,-1,0,1.5
20,139,1385,-1,0,1.5
20,140,7245,-1,1,0
20,143,955,1,0,1
20,145,1293,1,0.5,1.5
20,146,3193,1,0,1
20,150,1801,-1,1.5,0
20,154,1361,1,0.5,1.5
20,156,1001,-1,1.5,0.5
20,160,733,-1,1,0
20,162,1627,1,0.5,1.5
20,164,1327,-1,1.5,0.5
20,166,1293,1,0.5,1.5
20,170,867,1,0,1
20,171,1075,-1,1,0
20,174,847,-1,1.5,0
20,178,1075,-1,1,0
20,180,1169,-1,1.5,0
20,183,1287,-1,1.5,0
20,185,1257,-1,1,0
20,186,2129,1,0,1
20,193,2243,1,0,1
20,204,1839,-1,1.5,0
20,206,1923,1,0,1.5
20,207,1173,-1,1,0
20,211,1979,1,0,1
20,214,1991,-1,1,0
20,215,1583,1,0,1
20,219,2759,-1,1.5,0.5
20,221,2183,-1,1.5,0
20,222,1367,1,0,1
20,225,1527,-1,1,0
20,227,1635,1,0,1
20,229,1543,1,0,1
20,230,1067,-1,1,0
20,233,1153,-1,1.5,0
20,235,937,1,0,1.5
20,237,791,-1,1.5,0
20,242,913,-1,1,0
20,243,1229,1,0,1
20,244,1445,1,0.5,1.5
20,248,959,1,0,1
20,259,1133,1,0,1.5
20,260,2583,-1,1.5,0.5
20,263,1113,-1,1.5,0.5
20,264,1287,1,1.5,0
20,271,1187,1,0,1
20,274,1021,-1,1,0
20,276,1823,1,0,1
20,277,1683,1,1,0
20,288,8037,1,0,1
20,289,1133,-1,1.5,0.5
20,294,1353,1,0.5,1.5
20,295,759,1,0,1
20,296,1057,-1,1,0
20,300,2123,-1,0.5,1.5
20,302,1378,-1,1.5,0
20,312,2558,-1,1,0
20,317,732,-1,1,0
20,319,2720,-1,1.5,0.5
20,321,2964,-1,1.5,0.5
20,325,742,-1,1,0
20,327,1222,1,0.5,1.5
20,332,8844,1,0,1
20,337,954,1,0,1
20,343,1932,1,0,1
20,348,2006,1,0,1.5
20,355,1514,-1,1,0
20,362,3112,1,0.5,1.5
20,363,1292,1,0,1
20,366,1140,1,0,1
20,368,1586,-1,1,0
20,369,1010,-1,1.5,0.5
20,372,900,-1,1.5,0.5
20,374,1554,-1,1,0
20,377,846,-1,1.5,0
20,378,2040,1,0.5,1.5
20,380,3436,-1,0.5,1.5
20,381,2580,-1,0,1
20,382,2860,-1,1,0
20,383,834,-1,1,0
20,386,1692,-1,1.5,0.5
20,387,864,-1,1.5,0
20,392,1522,-1,1,0
20,396,804,1,1.5,0
20,397,1278,1,1.5,0
20,405,950,1,0,1
20,409,1176,-1,1,0
20,410,970,1,0,1.5
20,412,3598,-1,1,0
20,416,1074,-1,1.5,0
20,417,752,1,0,1
20,419,4222,1,0.5,1.5
20,423,1422,-1,1.5,0.5
20,437,3465,1,0,1
20,445,1727,-1,1,0
20,449,1063,1,0,1
20,450,2129,1,0,1.5
20,453,2325,1,0.5,1.5
20,455,6737,-1,1.5,0.5
20,459,1915,1,0,1
20,460,1049,-1,1.5,0
20,464,2343,-1,1,0
20,465,877,-1,1.5,0.5
20,472,1287,-1,1,0
20,474,759,1,0.5,1.5
20,480,1367,1,0,1
20,482,803,1,0,1
20,483,729,1,0,1
20,486,1575,1,0,1
20,487,2295,1,1.5,0.5
20,491,1055,1,0.5,1.5
20,492,1063,-1,1.5,0.5
20,493,907,-1,1,0
20,494,1349,1,0.5,1.5
20,495,3405,1,0,1.5
20,502,813,1,0,1
20,503,747,1,0.5,1.5
20,505,1523,1,0,1.5
20,506,1215,-1,1,0
20,507,957,-1,1.5,0
20,509,2289,-1,1.5,0.5
20,511,1517,-1,1.5,0
20,518,823,-1,1,0
20,519,2899,-1,1,0
20,520,749,-1,1,0
20,522,1275,1,0,1
20,523,957,-1,1,0
20,525,1379,-1,1.5,0.5
20,526,1111,-1,1.5,0
20,531,723,-1,1,0
20,532,1799,1,0.5,1.5
20,546,651,-1,1.5,0
20,549,579,-1,1.5,0.5
20,551,875,-1,1.5,0.5
20,554,5483,1,0.5,1.5
20,555,1779,1,0,1
20,556,2625,1,0,1
20,561,865,-1,1.5,0
20,566,695,1,0.5,1.5
20,570,683,1,0,1
20,572,943,1,0,1.5
20,573,1106,1,0,1.5
20,574,1023,1,0,1.5
20,576,763,-1,1,0
20,577,931,-1,1,0
20,581,12115,1,0,1
20,584,4877,1,0.5,1.5
20,585,1817,1,0,1
20,586,3555,-1,0,1
20,588,1103,1,0,1
20,591,5629,1,0.5,1.5
20,594,1781,-1,1.5,0.5
20,596,1215,1,0,1.5
20,599,849,-1,1,0
20,600,808,-1,1,0
20,602,911,-1,1,0
20,603,1705,-1,1.5,0
20,608,6745,1,0.5,1.5
20,617,729,1,0,1.5
20,620,1971,1,0,1.5
20,623,2141,1,0,1.5
20,624,1773,1,0,1
20,627,621,1,0,1.5
